page	title	examples	accepted	rejected	sha256
gram/alfavit/princpisma2.htm	Башҡорт әҙәби теленең алфавите һәм орфографияһы. Өфө, 1951. – Существующая практика башкирского правописания наиболее полно отражена в орфографическом словаре К. 3. Ахмерова, к которому приложен самый полный свод правил, разработанный во многом автором этого словаря (Әхмәр Ҡ. Башҡорт әҙәби теленең орфография һүҙлеге. М., 1952; с. 9–37).	0	0	0	d2047109e0c35b7330bf13308f31efd434fd1fad199e83b76412577741cb85bd
gram/alfavit/princpisma3.htm	Киекбаев Ж. Ғ. Башҡорт әҙәби теленең дөрөҫ әйтелеше. Өфө, 1964; Он же. Башҡорт теленең фонетикаһы. Өфө, 1958.	0	0	0	74f3656b8d45c9ddec5ca0616ce46e1c7046ff37161f4fc8476228264f1a535b
gram/alfavit/princpisma4.htm	При наращении аффиксов с начальным согласным в указанных словах происходит стечение трех согласных (ср. ҡурҡты 'он испугался'), что мало свойственно башкирскому языку и отрицательно сказывается на стихосложении.	1	1	0	de44a40cbd44935e0f204272c7d60464be4e9e305cc13d25ee49b4a2e7d2c13c
gram/alfavit/sovbashalf.htm	СОВРЕМЕННЫЙ БАШКИРСКИЙ АЛФАВИТ	56	49	7	a26ff2bff3783cdcb3accbb5207764043bc807be662f78725df6b66c8829ca05
gram/fonomorph/fonomorhp.htm	ФОНОМОРФОЛОГИЯ	0	0	0	ea8497c01f34a88cb9a0d72c181288d79363f6e0f5fd5b56390ffc0104253729
gram/fonomorph/fonproc.htm	ФОНОМОРФОЛОГИЧЕСКИЕ ПРОЦЕССЫ ПРИ АГГЛЮТИНАЦИИ	324	169	155	85d0bb882ef1cdbffbc474bd8e2a895577a8ba3ea4d9efcd106d74a48d9af114
gram/fonomorph/fonproc1.htm	В башкирском языке в исконных аффиксах фонемы /и/, /у/ и /ү/ вообще не представлены.	0	0	0	4405cc1c9c14188578d9151dd12537cdfaa44b9a19e9a2f208f3099124e7d241
gram/fonomorph/fonproc2.htm	Однако в отдельных аффиксах р чередуется с з, рудиментарно отражая их былое соответствие: ср. мен-гер- ~ менгеҙ- 'доставить вверх'.	2	1	1	a15e9783a5773cd3105f71d08c0bb52b04692f6621e18b9d8383cbf3f8a01e0d
gram/fonomorph/fonproc3.htm	В форме дательного падежа от личных местоимений конечный и в сочетании с последующим аффиксальным г в соответствии с общей фонетической закономерностью, характерной не только для тюркских языков, переходит в ң: мин+-гә > миңә 'мне', һин+-гә > һиңә 'тебе'.	4	4	0	2cff27405cf8ed267b2e280bb2b7cd731a5f1ec604468de54acebfb807e3a354
gram/fonomorph/fonproc4.htm	В восточном диалекте сходную модификацию имеет начальное л в составе и других аффиксов (см.: Максютова Н. X. Восточный диалект башкирского языка. М., 1976, с. 44).	0	0	0	2b29c458facc4f28a0fbbfa1d41141e7fa93e7bb91ca38fcb122422833bead74
gram/fonomorph/fonproc5.htm	Однако после отрицательного афф. -ма/-мә вм. ожидаемого варианта с опущенным начальным гласным -саҡ/-сәк выступает как исключение уникальный вариант -ясаҡ/-йәсәк (килмәйәсәк 'не придет', бармаясаҡ 'не пойдет').	6	4	2	cfa023900d03d24dc6d989bbdc7d514c5bb077efbac17031d0194d12eeb5e88e
gram/fonomorph/fonproc6.htm	Реформатский А. А. Введение в языкознание. М., 1967, с. 270; Турсунов Д., Хасенова Б., Исламов А., Бейсенбаева К., Ишанов К. Сопоставительная грамматика русского и казахского языков. Алма-Ата, 1967, с. 48.	0	0	0	d1cb54e11cbeef5724702eed27feee887601fa55bac9ffaa098049dacf047c28
gram/fonomorph/fonproc7.htm	См. об этом более подробно: Киекбаев Д. Г. Вариантные слова, или сингармонические параллелизмы в башкирском языке. – Уч. зап. Башкирского пед. ин-та им. А. К. Тимирязева, 1955, вып. 5. Сер. филол., № 1.	0	0	0	f367a4e6afa67ecfdb84bb127523eb2de9e9df652f33fb68573c308e4877905c
gram/fonomorph/svedfonomorhp.htm	СВЕДЕНИЯ ПО ФОНОМОРФОЛОГИИ	0	0	0	444e4bfaf938e8cba029da5015fb132d51098f234b664359b2434055aafba142
gram/fonomorph/zvizmprired.htm	ЗВУКОВЫЕ ИЗМЕНЕНИЯ СЛОВА ПРИ РЕДУПЛИКАЦИИ	38	27	11	4706aa0fec7fbcf8f69ac49d33f0ce62f2b48d9c61910f5c4fe9ffc5b9a8f0d1
gram/fonomorph/zvukizm.htm	ЗВУКОВЫЕ ИЗМЕНЕНИЯ ПРИ СЛОВОСЛОЖЕНИИ И АНАЛИТИЧЕСКОМ ФОРМООБРАЗОВАНИИ	73	70	3	dd9919db9e0f9649f62461c086a7f0b2a6a545b4e2ece385c789be4528037334
gram/gram.html	ГРАММАТИКА СОВРЕМЕННОГО БАШКИРСКОГО ЛИТЕРАТУРНОГО ЯЗЫКА	0	0	0	95d648a896b8b177af8420d53b5703390b4ccad725973157622c4e7613624ad0
gram/morphol/chastitsa/chastitsa.htm	ЧАСТИЦЫ	150	146	4	86a58ad8e2ef04e64014e0ee6770e8ef38923557e9ac8e86ef9637dbe869262f
gram/morphol/chastitsa/chastitsa1.htm	См.: Дмитриев Н. К. Грамматика башкирского языка. М.; Л., 1948, с. 129.	0	0	0	5f0f787c7dd64794d6cba092ee27c8ce2775c10e8864463201b95175d79c6096
gram/morphol/chislit/chslitmery.htm	ЧИСЛИТЕЛЬНЫЕ МЕРЫ	80	80	0	dd7780a5a3c298169956accbb0a03c25a56cfae9c9eedd65d79587e1607ca61a
gram/morphol/chislit/drobchslit.htm	ДРОБНЫЕ ЧИСЛИТЕЛЬНЫЕ	14	14	0	3a039fa18f87da47dbbda55e2de8f345aac381fa17f570f68c87aac053fd37f9
gram/morphol/chislit/kolchslit.htm	КОЛИЧЕСТВЕННЫЕ ЧИСЛИТЕЛЬНЫЕ	148	139	9	4575c1d0f9c5ee1d062de60df5fc5aea48c0f65b4098aa9189f97c966665fb3b
gram/morphol/chislit/obchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	46	45	1	ae805c205f309c5fe6de0d22eadac0a16979b7598250f40e507b7e6b3750b8e0
gram/morphol/chislit/obchchar1.htm	Определенный интерес вызывает способ образования таких слов, как һигеҙ 'восемь', туғыҙ 'девять', утыҙ 'тридцать', алтмыш 'шестьдесят' и т. д. В них һиг(к)-, туғ(ҡ)-, по всей вероятности, представляют собой корневую морфему, а -еҙ, -ыҙ восходят к аффиксу мн. числа (ср. показатели мн. числа в именном и глагольном спряжении). Слово утыҙ 'тридцать' также состоит из двух частей: ут(< от) + ыҙ. Слова алтмыш (< алтымыш), етмеш (< етемеш), видимо, состоят из двух частей: алты, ете –корневые морфемы, -мыш, -меш – аффиксальные морфемы. В формантах -мыш, -меш, должно быть, фузировано несколько элементов, каждый из которых в древности функционировал как показатель определенной грамматической категории. По своему морфологическому составу слова һикһән, туҡһан представляют результат сращения һигеҙ и туғыҙ со словом ун. При этом согласный ҙ превратился в һ, гласный же у стал произноситься как а/ә.	15	9	6	7da8d57912ae290c5a0f27df35270554a61f6cac91b37ca0c572f8218b829f55
gram/morphol/chislit/poryadchslit.htm	ПОРЯДКОВЫЕ ЧИСЛИТЕЛЬНЫЕ	66	63	3	089fa41cee69fe8e303260098d25b4a9dc6ecf8a3101001440cb061898561937
gram/morphol/chislit/pribchslit.htm	ПРИБЛИЗИТЕЛЬНЫЕ ЧИСЛИТЕЛЬНЫЕ	143	133	10	205d042b0d7fdf4d536925ebb0e1790310f4c06efbd577e831473f06eed7d5dc
gram/morphol/chislit/razdelchislit.htm	РАЗДЕЛИТЕЛЬНЫЕ ЧИСЛИТЕЛЬНЫЕ	57	56	1	f10bef1e2d47efa9648baf73c710d5b3b9322f71aee052747bc1ea7845b74671
gram/morphol/chislit/razdelchislit1.htm	Дмитриев Н. К. Грамматика башкирского языка. М.; Л., 1948, с. 95.	0	0	0	584e8e132abc54447772871dca5ec5945f03b2c86e45380455051f390892e9c0
gram/morphol/chislit/sobirchslit.htm	СОБИРАТЕЛЬНЫЕ ЧИСЛИТЕЛЬНЫЕ	88	86	2	2b9f3d7113043dabfefa184dd98daaf09628584d5460f1dc87ae134384f3266d
gram/morphol/glagol/affiks.htm	АФФИКСАЦИЯ	524	497	27	11889f9a2aeddeca218e983d6c585bb2696327c6f82737ff04ad7bf5b967b271
gram/morphol/glagol/affiks1.htm	Эта форма ранее давала также отдельные переходные глаголы действия типа ҡуллан- 'пользоваться', по образцу которых возникли в порядке редкого исключения лишь отдельные переходные глаголы типа файҙалан- 'пользоваться'. Ныне же она создает только непереходные глаголы.	2	2	0	12769ab0bcfa233fe6819057e5cb418a2749c1edd5c822120e420e09ae02af33
gram/morphol/glagol/deeprnaa.htm	ДЕЕПРИЧАСТИЕ НА -А/-Ә, -Й	65	61	4	39ddc4d59c0c05bbc1b5e471c5a07373144115388851479e8a59416a84f03b6d
gram/morphol/glagol/deeprnaa1.htm	Сюда не относится широко употребительная лексикализованная форма булараҡ 'будучи, как, в качестве, в должности'.	1	1	0	b2b518af98dfd014f0e34af83fe02a51b78039a8461828a24bea20ebba5d7033
gram/morphol/glagol/deeprnaa2.htm	Ср.: Ләкин бына мин ҡайһы ваҡытта уйлайым-уилайым да аптырайым (Ғ. Хәйри) 'Но вот я иногда думаю, думаю и прихожу в недоумение'; Нина йөрөнө-йөрөнө лә артыҡ түҙә алманы (Р. Ғабдрахманов) 'Нина ходила, ходила, но больше нә выдержала', где прослеживается прямая связь со вторым из описанных ниже значений.	10	9	1	a1f710a22d85bc348b854bf57e65d12dfa3653226879159359b1103f6a7fb3fc
gram/morphol/glagol/deeprnagansa.htm	ДЕЕПРИЧАСТИЕ НА -ҒАНСА	38	35	3	7de1f696b749142c2bcd81fa2e59ebdb4b1d130fe69ba5213c3ee39a20467116
gram/morphol/glagol/deeprnagansy.htm	ДЕЕПРИЧАСТИЕ НА -ҒАНСЫ	47	43	4	b2d77e9b3d836291c23ad336537d8a65e82a318648413e76b04cf671aabd9348
gram/morphol/glagol/deeprnagas.htm	ДЕЕПРИЧАСТИЕ НА -ҒАС/-ГӘС	125	123	2	a647b57e9f9a6b6f6e5d51a50692a348bd1088a0ce65d540fbfe58117a7ec302
gram/morphol/glagol/deeprnap.htm	ДЕЕПРИЧАСТИЕ НА -П	442	429	13	16a07f204be0f651c03df2666d634fed7c92da8b7378fd8b9d11f10cb65977f6
gram/morphol/glagol/deeprnap1.htm	При отсутствии этого условия глаголы состояния полностью сохраняют здесь свое категориальное значение и в силу этого выражают значение способа или образа действия недостаточно ясно, ср. Фәрзәнә, ҡурҡып, артына сигенде (Ф. Әсәнов) 'Фарзана, испугавшись, отступила', где помимо слабо выраженного значения способа действия прослеживается значение причины.	3	3	0	0534f3ad41bb02816411c54d0331ded8029bb31a3c008f5ebbb5847ebc3c5dac
gram/morphol/glagol/deeprnap2.htm	Сходные формы частично (1) или полностью (2) адвербиализуются лишь при условии, если обрастают каким-либо наречным значением, не содержащимся в их лексической основе и заслоняющим их связь с подлежащим, т. е. их значение глагольности: ср. 1) аҡрынла- 'замедлить, затихать' и аҡрынлап а) 'постепенно, потихоньку', б) 'не торопясь, замедляясь'; 2) Әйбәтлә- 'привести в хорошее состояние, в порядок' и әйбәтләп 'хорошенько, толком, как следует'. На базе и по образцу сходных адвербиализованных деепричастий возникли, а частично создаются н ныне наречия, лишь этимологически связанные с глаголами на -ла: ср. Ҡыҙ яҡшылап ҡына тары онлата. Яҡшылап ҡоймаҡ иҙә (фольк.) 'Девушка добросовестно готовит муку из пшена. Добросовестно месит тесто для оладьев'; Мин инде Шакиров тураһында очерк яҙыуыма ныҡлап ышандым (Ә. Вәли) 'Теперь я уже твердо знал, что напишу очерк о Шакирове'; Ә еңгәгеҙ ысынлап та ҡыҙып китте (Ә. Вәли) 'А тетя ваша и в самом деле разнервничалась'; Баҡсабыҙ, үткәндә ҡыҙҙар, хуш еҫен күпләп сәсә (Ш. Бабич) 'Когда проходят девушки мимо сада, он благоухает еще больше'; Ауырыу аҙлап һауыға башланы 'Больной стал постепенно выздоравливать' (Яҡшылап, ныҡлап, ысынлап, күпләп, аҙлап образованы непосредственно от основ яҡшы 'хорошо', ныҡ 'крепкий', ысын 'настоящий', күп 'много', аҙ 'мало').	32	32	0	2e0819b29e43bcc3ff184dbc2640a51e36f56be68c984f619633e82408928b9a
gram/morphol/glagol/deeprnap3.htm	Пример взят из кн.: Сәитбатталов Ғ. Ғ. Башҡорт теленең ҡушма һөйләм синтаксисе. Өфө, 1961, с. 137.	0	0	0	1631a6ca8301203df82140acadc17e03b9c9134f414add2dfd43c95333cde0c4
gram/morphol/glagol/deeprnap4.htm	В сочетании с императивом на -һын/-һен и формой будущего времени на -р, -ыр/-ер грамматикализованная полифункциональная форма деепричастия тип, способная организовать придаточную часть целевого сложноподчиненного предложения, имеет регулярное целевое значение: Һиңә килдем әйтермен тип ҙур һүҙ (М. Кәрим) 'Я к тебе пришел, чтобы сказать веское слово'; Мин был кооператив квартирамды, балаларым ошонда иркенләп йәшәһен тип, һатып алғайным 'Я эту кооперативную квартиру купил с тем, чтобы дети мои жили в ней, не испытывая тесноты'.	16	16	0	641c64a8436147610ab597c234b65becfbf045f7ae72cebbdf412dc4426d65ec
gram/morphol/glagol/deeprnap5.htm	В известной мере редупликация связана со словосложением, а именно – с соединением синонимичных форм на -п, или семантически близких двух форм на -п в целях создания образных глаголов, функционирующих исключительно как деепричастия: кейенеп-яһанып 'наряжаясь', илап-һыҡтап 'плача горькими слезами', өшәп-туңып 'замерзая как суслик', тирләп-бешеп 'доходя до седьмого пота'. Ср. Нарат штабта тирләп-бешеп мәсьәлә сисеп ултыра ине (Ф. Әсәнов) 'Нарат, обливаясь потом, сидел в штабе и решал задачу'; Улар бер аҙ һуңыраҡ, күтәрелеп-тейәнеп... ауыл урамынан атланылар (Д. Исламов) 'Несколько позже они, нагрузившись поклажей... шагали по деревенской улице'.	15	14	1	fab98384ced5775db4c78e403e78fc3a801916682f2e06bc5ff2983a8c4a9b2b
gram/morphol/glagol/deeprnap6.htm	Ср.: Аҙаҡтан алырһығыҙ. Эс-бауыр бушағансы һөйләшкәс, кәңәшкәс (Я. Хамматов) 'Возьмете после. Когда спокойно наговоримся вдоволь, посоветуемся'.	4	4	0	0483d98c48fc8ced0fe77cd969bd6b23bd5978f1f338ebc284616b80d29fb97b
gram/morphol/glagol/deeprnayshlai.htm	ДЕЕПРИЧАСТИЕ НА -ЫШЛАЙ	22	20	2	9592539f960cbb31a8416e8c4dd54a9c33e563a4e51f4edb7b3a584b3d61610d
gram/morphol/glagol/deeprobchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	8	6	2	f99ac68fa4cf980167d05c098926c12c27687bba53971b3eca78c82a06ba9d03
gram/morphol/glagol/deeprobchchar1.htm	Исключение: контекстуальный эллипсис подлежащего допускается лишь при условии, если оно представлено в предыдущем предложении, в частности при вынесении деепричастия за пределы предложения в качестве самостоятельного высказывания – при его парцелляции.	0	0	0	2dfdd8c69332ae0f01f9dfe87e01460ae17264b2a8392c1f7f8a13d11dc71977
gram/morphol/glagol/deeprobchchar2.htm	В тех крайне редких случаях, когда соотнесенное с деепричастием сказуемое выражено модальным словом или именем, оба сказуемых входят в сферу настоящего или прошедшего времени синтаксического индикатива, формально выраженного наличием или отсутствием связки ине при именном сказуемом, реже – в сферу императива или оптатива с помощью служебного глагола булһын 'пусть будет' при именном сказуемом.	2	2	0	2d9534b190d7cb3351e156b7d5812bac330d652c3dcdf91a15153f1bd9f8698e
gram/morphol/glagol/deeprobchchar3.htm	Это последнее значение деепричастия, которое принято неправомерно возводить к обстоятельству образа действия в синтаксическом его понимании, является в лучшем случае сопутствующим значением и к тому же по своему профилю входит в сферу собственно глагольной семантики, как в этом убеждает его типологическое схождение с профилирующим значением необычайно разветвленной системы так называемых видовых форм глагола, специально предназначенных для выражения способа или образа действия средствами самого глагола на уровне собственно глагольной морфологии, где, как и в данном случае, пользоваться названным синтаксическим термином в принятом его осмыслении неправомерно.	0	0	0	15f3fe5354ddab13aea020a981aff1f98c3301df4ae908478b3df1c752e353a6
gram/morphol/glagol/imyadeyst.htm	ИМЯ ДЕЙСТВИЯ	198	189	9	611feceb00a838a3a5771c7697423ef475af6dd8019bae9e1f455516caa12d1e
gram/morphol/glagol/imyadeyst1.htm	Примечание ответ. ред. Имя действия представляет собой отглагольное существительное со всеми присущими ему характеристиками. Как собственно глагол оно выступает лишь при условии, если, сочетаясь с модальными словами кәрәк, бар и т. п., приобретает значение инфинитива. Как словообразовательная форма существительного имя действия носит глобальный характер. Имя действия нередко служит производящей основой для образования новых слов: бер туҡтауһыҙ 'безостановочно', барыу менән 'с приходом' и т. д.	6	6	0	0246fe1ddb6f9b9d48a2ca28a3a133cc10c2bdd30defdc6d9fff719027139fd9
gram/morphol/glagol/infinformgl.htm	ИНФИНИТИВНЫЕ ФОРМЫ ГЛАГОЛА	144	134	10	cd13a9e0bb4a3151c9a79df1934de550b77f3181e0ddc196150558ec40a4d3b7
gram/morphol/glagol/infinformgl1.htm	В отдельных говорах восточного диалекта употребляется еще инфинитивный афф. -ғалы, зафиксированный и в древнетюркских памятниках. См.: Насилов В. М. Язык орхоно-енисейских памятников. М., 1960, с. 51 и сл.	1	0	1	80f4e5cddc0deb6381f35274e3c5553b057c9b240afac8114ad1f1ff904b0b31
gram/morphol/glagol/katotritc.htm	КАТЕГОРИЯ ОТРИЦАНИЯ	152	131	21	4b9b219d2262323e25276bd9090e5a29ead520118a9892a59b62bf104be335d2
gram/morphol/glagol/katpereh.htm	КАТЕГОРИЯ ПЕРЕХОДНОСТИ / НЕПЕРЕХОДНОСТИ	64	63	1	e44cadcec843853280c24e3c524d923dc9bcf82b54d94700a9633fdfdef153da
gram/morphol/glagol/katzalobchchar.htm	КАТЕГОРИЯ ЗАЛОГА	0	0	0	1329f6d099581476b6a8bdb758b012ec72d49725f5af82fe05c6fefb299cca52
gram/morphol/glagol/katzalobchchar1.htm	Как это справедливо замечено грамматистами, изменение значения переходности/непереходности глагола, связанное с залогом, входит в сферу словообразования также и потому, что это значение для каждого глагола специфично (Иванов С. Н. Родословное древо тюрок Абу-Гази-хана. Ташкент, 1969, с. 121–122).	0	0	0	3358c0614a4facbe591b2cdab0a72e9f8fc5482a54bce660c08640293b123521
gram/morphol/glagol/moddolj.htm	КОНСТРУКЦИИ СО ЗНАЧЕНИЕМ ДОЛЖЕНСТВОВАНИЯ И НЕОБХОДИМОСТИ	127	117	10	d6802a8d02897b54f5bb2bab9e0283c92d362bd6d43a06ef039596c9f165d275
gram/morphol/glagol/modjelan.htm	КОНСТРУКЦИИ СО ЗНАЧЕНИЕМ ЖЕЛАНИЯ	74	74	0	cc5e86349e070affb3c27e9d22baf939ff31d182847e84745a4425247210892d
gram/morphol/glagol/modnamer.htm	КОНСТРУКЦИИ СО ЗНАЧЕНИЕМ НАМЕРЕНИЯ	54	50	4	3beefcbbed109de7325f7ac22f9c437f9a59714442fd9f5f985cb2b5230469ca
gram/morphol/glagol/modvozm.htm	КОНСТРУКЦИИ СО ЗНАЧЕНИЕМ ВОЗМОЖНОСТИ	93	90	3	82963fc752abc67b609203baf2bf813048735fe0b6c66e20f4dc517b838d2aff
gram/morphol/glagol/naklonizyav.htm	Грамматическая категория наклонения глагола выражает отношение действия к действительности, и отношение говорящего к содержанию высказывания. Факты, события и явления, будучи содержанием нашей речи, могут мыслиться говорящим как реальность и нереальность, т. е. как действительное и возможное, необходимое, а также как желательное или долженствующее, предполагаемое и т. д.	5	5	0	e0393ddb4f8cb20a8c9d2cc8dd5c72843ef27fb20c3d83e9a637d15c5a072f01
gram/morphol/glagol/naklonjelan.htm	ЖЕЛАТЕЛЬНОЕ НАКЛОНЕНИЕ	92	90	2	5c1a701cdc8c5b381420a0a2a92e025b11b047c02a622f9010dca0c383464c95
gram/morphol/glagol/naklonjelan1.htm	Эта форма в самостоятельном употреблении в современном языке, особенно в его книжном стиле, выступает также и как стилистический вариант формы настоящего времени индикатива: Мин һеҙгә иртәрәк килергә тәҡдим итер инем 'Я бы предложил Вам приходить пораньше'.	6	6	0	01985d3873e7f7b0b22decf36d7cb0d45a7be2168acc64432e68d063a0888ba6
gram/morphol/glagol/naklonnamer.htm	НАКЛОНЕНИЕ НАМЕРЕНИЯ	145	129	16	db940533805fb86f8f67fe1717c717361e5de70b42b310eac312dc92c858dba8
gram/morphol/glagol/naklonpovel.htm	ПОВЕЛИТЕЛЬНОЕ НАКЛОНЕНИЕ	264	253	11	0f66b0117c30602c249cfc52da2ed81847ed3f28cdc2174aebe03277753dc4c2
gram/morphol/glagol/naklonsoslag.htm	СОСЛАГАТЕЛЬНОЕ НАКЛОНЕНИЕ	105	97	8	31113eeca2c458e33283f57bd031bbaf84ae679140e766b9265f781882447048
gram/morphol/glagol/naklonuslov.htm	УСЛОВНОЕ НАКЛОНЕНИЕ	489	475	14	882f44601c02c8bbc6a324a8daf005420ce7cca040cf0419d6c2beaecf07ff7d
gram/morphol/glagol/obchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	54	33	21	8fa0998689364b00d74e01608ab3f996f33194134935a89748fbfb848cea75b7
gram/morphol/glagol/obchchar1.htm	Обозначением действия без указания на его процессуальности может быть в принципе и местоимение типа был 'это', ошо 'это'.	1	1	0	9a84ba002ddb7981e600be9dca8302bcd39d66bb6fe95205e048a282284306d2
gram/morphol/glagol/obchchar2.htm	Наличие единичных синкретических корней типа шеш- 'нарывать', шеш 'нарыв', представляющих, по всей вероятности, неэтимологическую омонимию в результате метафорического переноса значения действия на его результат, не противоречит этому.	1	1	0	408846c30f36d8f3413463603bae8bbbf97bccb2f4ca2d74c2fe4fceac448ddf
gram/morphol/glagol/obchchar3.htm	В отличие от предыдущего случая здесь, естественно, гораздо больше синкретических корней (но не более десятка) типа ҡоро 'сухой' – ҡоро- 'сохнуть', туң 'мерзлый' – туң- 'мерзнуть', йылы 'теплый' – йылы- 'согреться', әсе 'кислый' – әсе- 'киснуть'. Большинство их возникло в результате отпадения этимологического конечного ғ или ҡ отглагольных прилагательных типа һаҫыҡ 'вонючий' (ср. тат. сасы- 'тухнуть' и сасы 'вонючий'). Происхождение остальных омонимов типа туң может быть объяснено семантическим способом словообразования – метафорическим переносом значения по общности какого-либо его компонента.	6	6	0	57f4fd2c30c1d3cb5e682bd06b02cd69929a0407fbbcd86df7de7500ce941251
gram/morphol/glagol/obchchar4.htm	Предупреждая возможное возражение, заметим, что позиционная закрепленность морфемы и словоформы составляет один из распространенных (ср., к примеру, морфологию китайского языка) способов формального выражения грамматических категорий. См. об этом: Юлдашев А. А. К проблеме аналитизма в тюркских языках. – ВЯ, 1965, № 1.	0	0	0	284c9239480000e2908f3953c28dd8d8f379598717b9aa9db26de6ccdddea001
gram/morphol/glagol/obchchar5.htm	Достаточность глагольной лексики в башкирском языке подтверждается хотя бы тем, что в ней так или иначе более или менее точные или по крайней мере близкие эквиваленты находит едва ли не каждый русский глагол, исключая их видовые и родовые модификации, а также отдельные фразеологизмы типа пожимать плечами, передаваемые на башкирский язык не лексически, а лишь описательным путем.	2	0	2	bb072a738611f5330f42cb64e59acf24cf5eb1665f672a843adc8716cabe12d0
gram/morphol/glagol/obrslojgl.htm	ОБРАЗОВАНИЕ СЛОЖНЫХ ГЛАГОЛОВ ЗА СЧЕТ ДРУГИХ ЧАСТЕЙ РЕЧИ	186	182	4	7fd0d82d0cd3607e466b1a97ee26324d9531e708d82446a74179d0654791e876
gram/morphol/glagol/osnzalog.htm	ОСНОВНОЙ ЗАЛОГ	11	11	0	db2d1f26d47e3b1ddc2e285f8b2f21fae1e622a5725ceafa74ed913af41a3335
gram/morphol/glagol/ponudzalog.htm	ПОНУДИТЕЛЬНЫЙ ЗАЛОГ	285	272	13	c3b914da95aca60de1075a5c5e737cb432ba6d1b59bc8ae6c433232ee0fa9ed3
gram/morphol/glagol/ponudzalog1.htm	Список таких форм в целом обширный. Но большинство их безличное действие выражает лишь при отсутствии (не эллипсисе!) подлежащего: Бөгөн бик өшөттөрә 'Сегодня озноб ощущается очень сильно'. В противном же случае они соотносятся с подлежащим на общих основаниях, характеризуя его как источник или причину порождения данного состояния или действия: Эш ҡайғыны оноттора, күңелде тынысландыра торғайны (Ә. Вәли) 'Работа бывало отвлекала от горя, успокаивала душу'. Ср. Бик һыуһатты бит әле 'Что-то очень захотелось пить' и Эҫе һыуһата 'Жара вызывает жажду'. К числу сходных двояко функционирующих форм относятся широкоупотребительные һағындыр- от һағын- 'скучать, истосковаться', асыҡтыр- от асыҡ- 'голодать, проголодаться' и др.	15	15	0	2688a9b7a825ed215ac30d4ac7239db3cc4e0dad9697a45a7d14bce64207153b
gram/morphol/glagol/ponudzalog2.htm	Иванов С. Н. Родословное древо тюрок Абу-Гази-хана. Ташкент, 1969, с. 122–123; Кормушин И. В. О грамматическом и лексическом в глагольных каузативах. – Тюркологический сборник. М., 1966, с. 70–71.	0	0	0	2fc36afec75d601c6f99c85da804c33670fb796fa473a1ca8f13e8cf9da441cb
gram/morphol/glagol/ponudzalog3.htm	Доказательством этого, помимо изложенного, служит тот неоспоримый факт, что в коммуникативно необходимых случаях понудительный залог во втором его значении образуется от своей первой разновидности на общих основаниях, сохраняя свое типовое значение: кейендер-т- 'заставить кого-л. одеть кого-л.' от кейендер- 'одеть'; эсер-т-'позволять, заставить поить' от эсер- 'поить'.	4	2	2	b11fcf1dfb19b85db04d9af966838d44a9bc3c2d97af02f74414c86e83d137b9
